USC00015121,32.4714,-87.2314,61,AL
USC00015420,32.1003,-87.3983,35.1,AL
USC00015439,32.4419,-85.8889,65.5,AL
USC00015465,32.8044,-86.4464,106.7,AL
USC00015537,33.0981,-86.8658,125,AL
USC00015635,34.4883,-87.2989,189.6,AL
USC00015658,32.9964,-87.6319,36.6,AL
USC00016000,33.3264,-86.7561,176.8,AL
USC00016121,33.9478,-86.4692,271.9,AL
USC00016129,32.6592,-85.4492,195.1,AL
USC00016246,33.745,-86.6417,220.1,AL
USC00016436,31.8817,-86.9861,80.8,AL
USC00016478,33.6906,-86.685,185.3,AL
USC00016988,30.5653,-87.7017,49.1,AL
USC00017020,32.8711,-86.1758,182.9,AL
USC00017131,34.51,-87.7319,253,AL
USC00017207,34.2878,-85.9681,362.7,AL
USC00017304,34.6736,-86.0536,187.5,AL
USC00017366,32.4111,-87.0144,44.8,AL
USC00017947,33.8997,-88.1325,106.7,AL
USC00017999,33.2053,-86.2114,149.4,AL
USC00018024,33.4164,-86.135,136.6,AL
USC00018038,32.4392,-86.2025,53.9,AL
USC00018209,32.9206,-86.6708,207.3,AL
USC00018323,31.8075,-85.9722,165.2,AL
USC00018380,33.2119,-87.6161,51.5,AL
USC00018385,33.2097,-87.5936,46.3,AL
USC00018469,34.5667,-85.6128,323.7,AL
USC00018517,33.7392,-88.1275,90.8,AL
USC00018648,34.0661,-86.3069,259.1,AL
USC00018653,32.7028,-85.8936,125,AL
USC00018673,32.7744,-87.8306,33.5,AL
USC00018755,34.1322,-85.7925,179.8,AL
USC00018809,33.1186,-87.1267,152.4,AL
USC00018859,32.5906,-86.2103,78.3,AL
USC00018867,31.6508,-87.7097,51.8,AL
USC00018998,33.9111,-87.8475,142.6,AL
USC00020060,33.9433,-113.1875,659.9,AZ
USC00020080,32.3697,-112.86,539.5,AZ
USC00020100,34.2281,-113.5778,393.2,AZ
USC00020159,33.8492,-109.1469,2453.6,AZ
USC00020174,33.7383,-109.1167,2051.3,AZ
USC00020287,31.9792,-111.3831,838.2,AZ
USC00020288,33.4625,-111.4814,630.9,AZ
USC00020380,31.5722,-111.335,1103.4,AZ
USC00020498,33.0869,-111.2864,472.4,AZ
USC00020586,34.5972,-113.1739,1205.5,AZ
USC00020632,33.8097,-111.6497,502.9,AZ
USC00020672,36.8969,-113.9425,571.5,AZ
USC00020678,35.23,-111.8214,2179.9,AZ
USC00020750,36.6778,-110.5411,2220.8,AZ
USC00020775,31.4475,-109.9289,1694.7,AZ
USC00020808,33.4783,-109.7517,1848.6,AZ
USC00020949,33.9431,-114.0242,281.9,AZ
USC00020958,32.325,-109.4917,1151.2,AZ
USC00021001,36.2147,-112.062,2438.4,AZ
USC00021026,33.3761,-112.5828,271.3,AZ
USC00021050,35.1411,-114.5686,161.8,AZ
USC00021231,31.5589,-110.5294,1527,AZ
USC00021248,36.1533,-109.5394,1709.9,AZ
USC00021282,33.8161,-111.9019,771.1,AZ
USC00021306,32.8878,-111.7117,427.6,AZ
USC00021314,32.9947,-111.5367,432.5,AZ
USC00021330,32.3222,-110.4147,973.5,AZ
USC00021353,33.9825,-112.3617,606.6,AZ
USC00021514,33.2058,-111.6819,434.3,AZ
USC00021574,34.54,-110.9153,2135.4,AZ
USC00021614,34.3494,-111.6981,807.7,AZ
USC00021664,32.0061,-109.3572,1615.4,AZ
USC00021849,33.0561,-109.3072,1072.9,AZ
USC00021920,36.9936,-112.9719,1524.3,AZ
USC00022109,34.305,-112.165,1149.4,AZ
USC00022140,31.3456,-110.2542,1597.8,AZ
USC00022434,32.9711,-113.4981,158.5,AZ
USC00022659,31.345,-109.5394,1231.4,AZ
USC00022754,32.7481,-109.1214,1115.6,AZ
USC00022790,33.6133,-114.4706,141.7,AZ
USC00022807,32.7819,-111.5186,470.9,AZ
USC00023009,35.1611,-111.7311,2171.7,AZ
USC00023027,33.0364,-111.3881,426.7,AZ
USC00023160,35.2681,-111.7428,2239.4,AZ
USC00023190,33.6028,-111.7131,481.6,AZ
USC00023393,32.9481,-112.7131,224,AZ
USC00023448,34.1111,-111.2758,883.9,AZ
USC00023505,33.3767,-110.7711,1112.5,AZ
USC00023596,36.0528,-112.1503,2068.1,AZ
USC00023668,31.8931,-110.9978,883.9,AZ
USC00023683,34.0219,-109.4519,2522.2,AZ
USC00024053,34.47,-112.8881,1011.9,AZ
USC00024089,34.9094,-110.1544,1549.9,AZ
USC00024182,33.9825,-111.7139,615.7,AZ
USC00024391,34.4025,-111.6181,1156.7,AZ
USC00024453,34.7522,-112.1114,1508.8,AZ
USC00024590,33.0483,-110.9125,557.8,AZ
USC00024675,31.96,-111.5972,2069.6,AZ
USC00024702,33.2742,-113.9653,541,AZ
USC00024761,34.5031,-114.3603,136.9,AZ
USC00024829,33.3369,-112.1472,345.9,AZ
USC00024849,36.8644,-111.6022,978.4,AZ
USC00024977,33.4992,-112.3631,317,AZ
USC00025129,36.4192,-109.2269,1987.3,AZ
USC00025270,33.1139,-112.0303,353.6,AZ
USC00025412,34.1142,-109.8589,2237.2,AZ
USC00025418,31.6017,-109.6686,1271,AZ
USC00025467,33.4114,-111.8183,376.4,AZ
USC00025512,33.4044,-110.87,1085.1,AZ
USC00025635,34.6106,-111.8381,969.3,AZ
USC00025665,36.9853,-110.12,1676.7,AZ
USC00025700,33.5544,-111.4425,519.7,AZ
USC00025780,34.9364,-111.6392,1972.1,AZ
USC00025924,31.4553,-110.9681,1054.9,AZ
USC00026037,34.9589,-111.7553,1566.4,AZ
USC00026119,32.6025,-110.7344,1374.6,AZ
USC00026132,31.9556,-112.8003,511.5,AZ
USC00026180,36.9208,-111.4483,1301.5,AZ
USC00026190,35.0681,-109.7689,1755.6,AZ
USC00026250,34.1547,-114.2897,128,AZ
USC00026282,31.5481,-110.7517,1277.1,AZ
USC00026328,35.5406,-113.4236,1472.8,AZ
USC00026353,31.9356,-109.8378,1325.9,AZ
USC00026468,34.7994,-109.885,1659.9,AZ
USC00026471,36.1383,-112.0958,771.1,AZ
USC00026513,32.6464,-111.4017,603.8,AZ
USC00026601,34.1242,-109.9219,2194.6,AZ
USC00026616,36.8586,-112.7386,1499.6,AZ
USC00026653,34.0989,-110.9442,1539.2,AZ
USC00026716,31.8828,-109.2058,1642.9,AZ
USC00026796,34.5706,-112.4322,1586.5,AZ
USC00026840,33.8556,-111.3064,708.7,AZ
USC00026865,33.665,-114.2272,266.7,AZ
USC00027036,32.3903,-110.4667,896.1,AZ
USC00027281,33.6731,-111.1508,672.1,AZ
USC00027334,31.7561,-109.4131,1636.8,AZ
USC00027370,33.0722,-111.7661,396.2,AZ
USC00027390,32.815,-109.6808,900.4,AZ
USC00027435,34.5172,-109.4028,1764.8,AZ
USC00027480,33.1819,-110.5261,771.8,AZ
USC00027488,35.2239,-109.3222,1784,AZ
USC00027530,32.6014,-110.6339,1054.6,AZ
USC00027560,32.2714,-109.2256,1100.3,AZ
USC00027593,31.7625,-110.8464,1310.6,AZ
USC00027619,31.4831,-111.5436,1094.2,AZ
USC00027622,31.6036,-111.6022,1165.9,AZ
USC00027708,34.8956,-111.7644,1286.3,AZ
USC00027716,35.3322,-112.8797,1600.2,AZ
USC00027855,34.2639,-110.0075,1954.1,AZ
USC00027880,31.5553,-110.2847,1402.1,AZ
USC00028012,34.5081,-110.0839,1719.7,AZ
USC00028018,34.5,-110.3333,1853.2,AZ
USC00028112,33.3814,-112.07,352,AZ
USC00028214,33.5575,-111.5358,433.4,AZ
USC00028329,35.3694,-111.5436,2127.5,AZ
USC00028348,33.3003,-111.0972,871.7,AZ
USC00028396,32.7225,-113.9192,98.8,AZ
USC00028468,36.9233,-109.09,1612.4,AZ
USC00028499,33.4258,-111.9217,355.7,AZ
USC00028516,36.03,-114.3289,390.1,AZ
USC00028598,33.4519,-112.2433,312.4,AZ
USC00028619,31.7119,-110.0686,1420.1,AZ
USC00028641,33.4203,-112.86,396.2,AZ
USC00028650,34.3839,-111.0972,1947.7,AZ
USC00028795,32.2542,-111.1961,780.6,AZ
USC00028796,32.2817,-110.9442,710.2,AZ
USC00028800,32.25,-110.8333,769.9,AZ
USC00028815,32.2292,-110.9536,742.2,AZ
USC00028817,32.2581,-111.0053,705.6,AZ
USC00028865,31.5678,-111.0497,995.8,AZ
USC00028904,34.7706,-112.0264,1057.7,AZ
USC00028998,32.1264,-110.7247,908.3,AZ
USC00029114,36.9953,-111.4914,1136.9,AZ
USC00029156,35.1706,-111.5067,2037.6,AZ
USC00029158,34.9281,-112.8097,1551.4,AZ
USC00029166,34.3117,-112.562,1147.3,AZ
USC00029271,33.8214,-109.9839,1575.8,AZ
USC00029287,33.9792,-112.7403,638.6,AZ
USC00029309,34.7061,-113.6136,612.6,AZ
USC00029334,32.2553,-109.8369,1271,AZ
USC00029359,35.2406,-112.1903,2057.4,AZ
USC00029376,35.8686,-114.6611,225.6,AZ
USC00029410,35.6169,-109.1244,2109.2,AZ
USC00029542,35.5247,-111.3703,1496,AZ
USC00029562,31.4517,-110.2267,1399,AZ
USC00029634,33.595,-112.3014,345.9,AZ
USC00029645,34.8775,-114.1344,594.4,AZ
USC00029652,32.6114,-114.635,58.2,AZ
USC00029656,32.7278,-114.6217,48.8,AZ
USC00030006,35.0764,-94.2025,190.2,AR
USC00030064,35.9289,-91.0583,76.8,AR
USC00030130,34.7961,-92.8417,212.8,AR
USC00030150,34.2808,-93.4614,140.2,AR
USC00030220,34.1433,-93.0589,59.7,AR
USC00030234,33.6061,-91.2186,44.2,AR
USC00030240,34.025,-91.3444,59.1,AR
USC00030286,33.6194,-94.0994,97.5,AR
USC00030300,34.3253,-93.9811,292.6,AR
USC00030326,35.2894,-91.3533,59.4,AR
USC00030458,35.8306,-91.7944,174,AR
USC00030460,35.76,-91.6389,88.4,AR
USC00030586,36.3219,-94.215,371.9,AR
USC00030616,36.4294,-93.6256,359.7,AR
USC00030664,34.4619,-93.9983,365.8,AR
USC00030746,36.1067,-91.1039,73.2,AR
USC00030764,34.5697,-93.1947,129.8,AR
USC00030798,35.1161,-93.6506,129.8,AR
USC00030806,35.9239,-89.9044,76.8,AR
USC00030814,34.3267,-94.4122,358.1,AR
USC00030832,35.0931,-93.9258,182.9,AR
USC00030936,34.8822,-91.2153,56.4,AR
USC00031102,34.9817,-92.0064,91.4,AR
USC00031132,36.1092,-92.1636,106.7,AR
USC00031140,33.3111,-92.485,30.5,AR
USC00031152,33.59,-92.8236,35.4,AR
USC00031310,35.3228,-92.5672,195.1,AR
USC00031442,34.68,-91.2208,54.9,AR
USC00031457,35.5328,-93.4036,259.1,AR
USC00031459,35.4564,-93.4425,189,AR
USC00031492,35.5836,-92.4511,173.7,AR
USC00031596,35.0833,-92.4294,96,AR
USC00031632,36.4197,-90.5858,91.4,AR
USC00031666,34.4314,-94.4175,323.1,AR
USC00031730,33.1111,-91.9481,54.9,AR
USC00031750,34.6886,-92.45,108.2,AR
USC00031829,35.4033,-92.3828,207.3,AR
USC00031834,35.0375,-93.3947,114.3,AR
USC00031900,35.8272,-93.2044,723.9,AR
USC00031948,34.0464,-94.3481,124.1,AR
USC00031962,33.5597,-91.385,44.2,AR
USC00031968,34.9772,-91.4978,61,AR
USC00032015,34.1267,-94.0172,143.3,AR
USC00032148,33.8847,-91.5317,49.7,AR
USC00032355,33.1144,-91.2628,41.1,AR
USC00032356,36.4164,-93.7917,432.8,AR
USC00032366,36.0717,-91.6169,152.4,AR
USC00032444,36.1006,-94.1744,387.1,AR
USC00032475,33.0597,-92.1236,18.3,AR
USC00032540,33.8228,-92.3989,70.1,AR
USC00032670,33.6128,-93.8136,79.2,AR
USC00032760,35.1261,-91.4533,61,AR
USC00032794,35.9914,-92.7147,189,AR
USC00032842,34.3217,-93.5617,178.3,AR
USC00032922,34.8758,-93.6761,140.5,AR
USC00032930,36.4261,-94.4481,384,AR
USC00032946,36.3392,-93.4278,414.5,AR
USC00032962,35.2353,-92.3619,100.6,AR
USC00032978,35.5206,-91.9997,160.6,AR
USC00033242,34.5211,-90.59,59.4,AR
USC00033428,33.7089,-93.5561,114.3,AR
USC00033438,34.3608,-93.6817,219.5,AR
USC00033442,33.935,-94.3586,102.7,AR
USC00033544,36.07,-93.7522,543.5,AR
USC00033704,34.6719,-93.0747,247.2,AR
USC00033734,35.8489,-90.6589,94.5,AR
USC00033821,35.6872,-90.0964,70.7,AR
USC00033862,34.6033,-91.9928,70.4,AR
USC00034106,36.4194,-92.9158,253,AR
USC00034134,34.1742,-92.5947,77.7,AR
USC00034185,33.3614,-93.5675,103.6,AR
USC00034528,35.0264,-90.7347,91.4,AR
USC00034548,33.295,-93.2325,99.1,AR
USC00034572,36.4947,-91.535,153,AR
USC00034638,34.7392,-90.7664,71.3,AR
USC00034666,35.9156,-92.6394,308.8,AR
USC00034746,36.0822,-91.9822,152.4,AR
USC00034756,34.5731,-94.2494,344.4,AR
USC00034938,35.1581,-92.7672,103.6,AR
USC00034988,34.5408,-93.5878,212.4,AR
USC00035018,35.6494,-94.1542,241.7,AR
USC00035036,36.3458,-92.3939,243.8,AR
USC00035046,35.8444,-92.0978,218.2,AR
USC00035079,34.0783,-93.7019,140.2,AR
USC00035112,33.9294,-93.8583,121.9,AR
USC00035160,35.5756,-94.3811,228.6,AR
USC00035177,34.1469,-93.8936,192,AR
USC00035186,35.6042,-91.2744,69.5,AR
USC00035200,34.9553,-93.1594,146.3,AR
USC00035354,35.7803,-94.4161,457.2,AR
USC00035358,34.6008,-93.7667,243.8,AR
USC00035498,34.6133,-92.7742,176.8,AR
USC00035508,35.4833,-93.8167,118.9,AR
USC00035563,36.0336,-90.4978,82.3,AR
USC00035591,34.7844,-93.9786,184.7,AR
USC00035691,35.0442,-92.7956,91.4,AR
USC00035754,34.2256,-92.0189,65.5,AR
USC00035760,34.5833,-93.9011,256,AR
USC00035820,36.2639,-90.9681,96,AR
USC00035866,33.2511,-91.5058,39,AR
USC00035908,33.8203,-93.3878,93.9,AR
USC00036008,35.305,-93.8767,141.1,AR
USC00036253,33.8103,-91.2778,45.7,AR
USC00036376,34.3703,-91.1242,61,AR
USC00036380,36.4547,-90.1458,91.4,AR
USC00036393,35.8236,-93.7672,423.7,AR
USC00036403,36.3561,-91.8036,207.3,AR
USC00036506,35.2683,-91.7164,70.1,AR
USC00036562,34.3019,-92.3914,76.2,AR
USC00036768,33.9153,-92.8267,51.8,AR
USC00036918,34.4764,-91.5381,68,AR
USC00036920,34.4744,-91.4172,60.4,AR
USC00036928,35.3028,-93.6369,152.4,AR
USC00037038,33.0986,-93.4647,76.2,AR
USC00037383,34.3828,-94.3608,344.1,AR
USC00037488,34.8992,-94.1942,205.7,AR
USC00037582,33.6044,-92.0997,64,AR
USC00037712,35.1242,-90.1805,65.5,AR
USC00038052,35.2547,-90.7964,79.2,AR
USC00040010,38.2178,-121.2014,26.5,CA
USC00040014,34.4939,-118.2714,863.5,CA
USC00040029,41.1936,-120.9447,1278.6,CA
USC00040136,32.8358,-116.7775,516.6,CA
USC00040144,34.1822,-118.1383,343.5,CA
USC00040161,41.4931,-120.5528,1341.1,CA
USC00040192,33.8647,-117.8425,102.1,CA
USC00040232,37.9856,-121.7458,18.3,CA
USC00040343,36.4914,-118.8253,520.6,CA
USC00040379,37.0919,-119.5128,637,CA
USC00040383,38.9072,-121.0839,393.8,CA
USC00040436,35.2761,-116.0628,293.2,CA
USC00040449,36.9092,-119.0883,524.3,CA
USC00040521,34.8928,-117.0219,676.7,CA
USC00040673,37.0856,-122.0797,128,CA
USC00040684,37.8428,-118.4783,1664.2,CA
USC00040693,37.8744,-122.2606,94.5,CA
USC00040738,40.7406,-123.2078,381.9,CA
USC00040741,34.2442,-116.9039,2060.4,CA
USC00040790,36.2472,-121.7803,61,CA
USC00040798,34.2947,-118.1883,709,CA
USC00040924,33.6131,-114.5972,81.7,CA
USC00040931,39.3886,-120.0936,1699.3,CA
USC00040943,38.2119,-119.0142,2551.2,CA
USC00040983,33.2314,-116.4144,245.4,CA
USC00041010,32.6667,-116.3,1097.3,CA
USC00041048,32.9544,-115.5581,-30.5,CA
USC00041072,38.2575,-119.2286,1972.1,CA
USC00041080,40.5194,-123.8217,640.1,CA
USC00041149,40.8669,-121.8464,1158.2,CA
USC00041159,39.9372,-121.3147,576.4,CA
USC00041214,40.8803,-121.6547,974.8,CA
USC00041244,35.4047,-119.4731,82,CA
USC00041253,34.5825,-119.9817,238.7,CA
USC00041277,38.2769,-120.3114,1431,CA
USC00041288,32.6881,-115.4644,3.7,CA
USC00041316,41.3111,-122.8045,970.8,CA
USC00041428,38.2486,-120.8433,200.6,CA
USC00041484,34.1819,-118.5744,240.8,CA
USC00041497,40.1703,-121.0883,1389.9,CA
USC00041606,41.1417,-123.1392,704.1,CA
USC00041614,41.5306,-120.1803,1408.5,CA
USC00041697,37.9747,-119.9161,1452.4,CA
USC00041700,40.3033,-121.2422,1380.7,CA
USC00041715,39.6911,-121.8211,56.4,CA
USC00041758,32.64,-117.0858,17.1,CA
USC00041806,38.9239,-122.5672,411.2,CA
USC00041838,38.8,-123.0175,100.6,CA
USC00041864,36.1356,-120.3606,204.2,CA
USC00041878,37.2503,-119.7053,679.7,CA
USC00041907,40.4,-122.1433,128,CA
USC00041912,39.0911,-120.9481,725.4,CA
USC00041916,39.3308,-121.1922,181.4,CA
USC00041967,37.9833,-122.0692,12.2,CA
USC00041990,41.9797,-122.3378,823.9,CA
USC00042012,36.0975,-119.5817,61,CA
USC00042081,39.8158,-123.2444,430.7,CA
USC00042090,34.0919,-117.8806,185,CA
USC00042147,41.7958,-124.2147,13.1,CA
USC00042214,34.0053,-118.4136,20.7,CA
USC00042239,32.9897,-116.5872,1414.3,CA
USC00042294,38.535,-121.7761,18.3,CA
USC00042319,36.4622,-116.8669,-59.1,CA
USC00042327,33.6514,-116.3764,365.8,CA
USC00042331,37.3739,-117.9803,1592.6,CA
USC00042346,35.7683,-119.26,92,CA
USC00042456,39.3575,-121.2011,499.9,CA
USC00042467,39.3239,-120.2331,1809.6,CA
USC00042494,33.9297,-118.1456,33.5,CA
USC00042500,39.5633,-120.8239,888.5,CA
USC00042504,40.0244,-120.1044,1292.4,CA
USC00042506,39.9717,-120.0828,1338.1,CA
USC00042574,41.1833,-122.2736,661.4,CA
USC00042598,33.8089,-115.4508,296.6,CA
USC00042640,39.3592,-122.5178,367.3,CA
USC00042671,38.7833,-120.0333,2240.3,CA
USC00042706,32.8139,-116.975,123.4,CA
USC00042709,32.8839,-116.8164,182.9,CA
USC00042713,32.7669,-115.5617,-9.1,CA
USC00042728,38.3306,-120.6706,217.9,CA
USC00042760,38.2333,-121.2,28,CA
USC00042771,34.5892,-117.6303,899.2,CA
USC00042805,33.6692,-117.3319,391.7,CA
USC00042863,33.1211,-117.0883,182.9,CA
USC00042920,37.585,-120.2672,134.7,CA
USC00042934,38.2736,-122.0678,12.2,CA
USC00042941,34.705,-118.4242,932.7,CA
USC00043038,38.5236,-120.7061,658.4,CA
USC00043083,36.3642,-120.1561,86.9,CA
USC00043134,39.01,-120.845,919,CA
USC00043157,41.52,-120.09,1442.3,CA
USC00043161,39.5092,-123.7567,37.5,CA
USC00043244,37.5422,-122.0158,11.6,CA
USC00043261,36.9969,-119.7072,125,CA
USC00043357,41.8453,-123.9647,118,CA
USC00043402,34.5225,-119.6822,474.9,CA
USC00043417,37.0067,-121.5633,59.1,CA
USC00043452,34.1472,-117.8472,284.4,CA
USC00043463,35.7269,-118.7006,957.1,CA
USC00043489,32.8833,-114.8667,147.8,CA
USC00043498,35.2814,-116.7844,899.2,CA
USC00043551,36.7394,-118.9631,2011.7,CA
USC00043573,39.2042,-121.0681,731.5,CA
USC00043578,38.4306,-122.8647,61,CA
USC00043614,41.5519,-122.9236,859.5,CA
USC00043647,40.4864,-123.9089,125.9,CA
USC00043672,37.8231,-120.0983,958.6,CA
USC00043710,36.1389,-117.9528,1165.9,CA
USC00043714,37.4725,-122.4433,8.2,CA
USC00043747,36.3158,-119.6369,72.2,CA
